district,tip_doma,jk,year,floor,area,toilet,parking,status,num_rooms,price
Есильский,монолитный,Кулагер,2014,8,"96.6 м², Площадь кухни — 14.2 м²",,,свежий ремонт,4,52 000 000〒
Есильский,кирпичный,,2024,2,37 м²,совмещенный,,,1,23 500 000〒
Сарыарка,кирпичный,,1983,1,"53 м², Площадь кухни — 10 м²",раздельный,,,2,18 900 000〒
Нура,монолитный,Park City Forum,2025,,41.6 м²,совмещенный,,,1,
Сарайшык,монолитный,AMANAT,2024,6,68 м²,,,свежий ремонт,2,37 800 000〒
Нура,кирпичный,ABADAN,2025,6,36 м²,,,черновая отделка,2,20 500 000〒
Алматы,кирпичный,Nurali Apartments,2019,2,"68.5 м², Площадь кухни — 14.6 м²",,,"не новый, но аккуратный ремонт",2,37 000 000〒
Сарыарка,монолитный,Махаббат-2,2009,16,"82 м², Площадь кухни — 16 м²",совмещенный,,,3,40 000 000〒
Нура,кирпичный,на улице Култегин,2022,3,48 м²,,,свежий ремонт,2,34 900 000〒
Сарайшык,монолитный,Хайвил Астана,2016,2,75 м²,,,"не новый, но аккуратный ремонт",3,56 600 000〒
Алматы,монолитный,Мунар,2014,5,64.3 м²,,паркинг,,2,27 500 000〒
Сарайшык,кирпичный,Kemenger,2025,,67.97 м²,2 с/у и более,,,2,
Нура,монолитный,UIA.DARYN,2026,,64.71 м²,2 с/у и более,,,3,
Есильский,кирпичный,Уркер city,2020,2,62 м²,,,свежий ремонт,3,26 000 000〒
Сарыарка,кирпичный,Сапа 2007,2011,13,"61 м², Площадь кухни — 6 м²",,,"не новый, но аккуратный ремонт",2,26 000 000〒
Есильский,монолитный,Кристалл,2018,5,"72.4 м², жилая — 45 м², Площадь кухни — 13.4 м²",совмещенный,,,2,45 000 000〒
Сарайшык,кирпичный,,2015,10,"59 м², Площадь кухни — 11 м²",раздельный,,,2,27 900 000〒
Алматы,монолитный,Vivaldi,2025,1,100 м²,,паркинг,,2,115 000 000〒
Алматы,монолитный,Vivaldi,2025,3,202 м²,,паркинг,,5,282 800 000〒
Алматы,монолитный,Vivaldi,2025,1,125 м²,2 с/у и более,,,3,148 820 000〒
Сарыарка,кирпичный,,2025,5,"93.2 м², Площадь кухни — 12 м²",совмещенный,,черновая отделка,3,28 900 000〒
Алматы,монолитный,HOLLAND,2020,1,"78 м², Площадь кухни — 12.5 м²",,,свежий ремонт,2,70 000 000〒
Нура,монолитный,Aruna City,2022,2,"46 м², Площадь кухни — 12 м²",,,свежий ремонт,1,28 500 000〒
Есильский,монолитный,Sandi Qala,2025,2,39.1 м²,,,черновая отделка,1,27 500 000〒
Сарайшык,кирпичный,Zurich,2025,10,45 м²,совмещенный,,,1,22 800 000〒
Сарайшык,монолитный,Аспан,2016,8,28.4 м²,,паркинг,,1,17 000 000〒
Алматы,кирпичный,,2004,8,39.1 м²,,,,1,22 000 000〒
Нура,монолитный,Алматау,2017,8,53 м²,,,,2,39 000 000〒
Сарыарка,кирпичный,Ак Отау,2012,6,"78.1 м², Площадь кухни — 15 м²",,,"не новый, но аккуратный ремонт",3,25 000 000〒
Нура,монолитный,Сеным,2015,5,"63.1 м², Площадь кухни — 12.9 м²",раздельный,,,2,35 000 000〒
Есильский,монолитный,Jetisu.Nauryz,2026,8,"38.1 м², Площадь кухни — 5.09 м²",совмещенный,,,1,22 800 000〒
Алматы,монолитный,Арыстан,2020,7,"83.5 м², Площадь кухни — 15.2 м²",,,свежий ремонт,2,40 000 000〒
Нура,монолитный,UIA.DARYN,2026,,48.02 м²,совмещенный,,,2,
Сарайшык,монолитный,Millenium Park,2015,3,84 м²,2 с/у и более,,,3,46 500 000〒
Есильский,монолитный,Триумф Есиль,2025,4,"92.2 м², Площадь кухни — 11.8 м²",,,черновая отделка,3,49 999 000〒
Есильский,монолитный,Seven,2019,7,"67.4 м², Площадь кухни — 11.5 м²",,,"не новый, но аккуратный ремонт",2,54 000 000〒
Сарайшык,монолитный,Millenium Park,2015,3,84 м²,2 с/у и более,,,3,46 500 000〒
Есильский,монолитный,Триумф Есиль,2025,4,"92.2 м², Площадь кухни — 11.8 м²",,,черновая отделка,3,49 999 000〒
Есильский,монолитный,Seven,2019,7,"67.4 м², Площадь кухни — 11.5 м²",,,"не новый, но аккуратный ремонт",2,54 000 000〒
Сарыарка,кирпичный,,2022,6,"58 м², Площадь кухни — 13 м²",2 с/у и более,,,2,28 200 000〒
Нура,кирпичный,GreenLine. Verda,2026,,43.32 м²,совмещенный,,,1,
Сарайшык,монолитный,Амирель,2023,,35.13 м²,совмещенный,,,1,
Нура,монолитный,GreenLine. Garden,2026,,100.99 м²,2 с/у и более,,,3,
Нура,монолитный,Respublika,2024,8,90 м²,2 с/у и более,,,3,66 000 000〒
Есильский,монолитный,Besterek,2021,2,"82 м², Площадь кухни — 13 м²",2 с/у и более,,,3,56 500 000〒
Нура,кирпичный,Аркада,2021,8,128.2 м²,,,,4,95 000 000〒
Есильский,монолитный,Amal',2024,7,"75 м², Площадь кухни — 12 м²",2 с/у и более,,,2,55 000 000〒
Нура,монолитный,Respublika,2026,,44.6 м²,совмещенный,,,1,
Нура,монолитный,GreenLine.Flora 2,2025,8,140 м²,,паркинг,,4,129 999 999〒
Сарайшык,монолитный,Центральный сквер,2023,6,37 м²,совмещенный,,,2,28 500 000〒
Нура,кирпичный,ABADAN,2025,6,38 м²,,,свежий ремонт,2,23 000 000〒
Сарайшык,монолитный,Muz Tau,2025,11,30.5 м²,,,свежий ремонт,1,19 500 000〒
Нура,монолитный,Eco Park,2025,12,"108 м², Площадь кухни — 12.66 м²",,,свежий ремонт,4,110 000 000〒
Нура,кирпичный,Brussels,2020,8,"50 м², Площадь кухни — 12 м²",совмещенный,,,2,35 000 000〒
Сарыарка,кирпичный,,2025,2,72.2 м²,совмещенный,,,2,18 900 000〒
Сарыарка,монолитный,Махаббат,2008,11,53 м²,,,"не новый, но аккуратный ремонт",2,22 990 000〒
Нура,монолитный,Eco Park,2025,12,"108 м², Площадь кухни — 12.66 м²",,,свежий ремонт,4,110 000 000〒
Нура,кирпичный,Brussels,2020,8,"50 м², Площадь кухни — 12 м²",совмещенный,,,2,35 000 000〒
Сарыарка,кирпичный,,2025,2,72.2 м²,совмещенный,,,2,18 900 000〒
Сарыарка,монолитный,Махаббат,2008,11,53 м²,,,"не новый, но аккуратный ремонт",2,22 990 000〒
Есильский,монолитный,Елорда Даму по Улы Дала,2017,8,"67.8 м², Площадь кухни — 28 м²",,,"не новый, но аккуратный ремонт",2,45 000 000〒
Сарыарка,монолитный,Flagman,2023,3,95 м²,раздельный,,,3,86 000 000〒
Сарыарка,кирпичный,,2001,7,56.2 м²,раздельный,,свежий ремонт,2,35 000 000〒
Сарайшык,кирпичный,,2025,6,42.6 м²,совмещенный,,свежий ремонт,2,33 900 000〒
Алматы,кирпичный,Сарыколь,2020,3,"69 м², Площадь кухни — 11 м²",,,свежий ремонт,2,41 000 000〒
Есильский,монолитный,Кен Дала,2020,8,"51.4 м², Площадь кухни — 7.2 м²",,,свежий ремонт,2,35 500 000〒
Алматы,панельный,,1984,5,"36 м², Площадь кухни — 16 м²",раздельный,,,2,14 500 000〒
Алматы,монолитный,Argymaq,2025,8,"64.1 м², Площадь кухни — 10 м²",,паркинг,,2,39 000 000〒
Нура,монолитный,Salman City,2025,6,"44 м², Площадь кухни — 8 м²",совмещенный,,,2,35 000 000〒
Нура,монолитный,Nova city на Туране,2022,5,46 м²,,паркинг,,2,33 500 000〒
Нура,монолитный,Athletic City,2025,2,"102 м², Площадь кухни — 13 м²",,,свежий ремонт,3,92 000 000〒
Сарыарка,кирпичный,Батыр,2009,8,"75.7 м², Площадь кухни — 15.2 м²",2 с/у и более,,,2,32 500 000〒
Есильский,монолитный,Royal Expo Apartments,2023,5,"78.1 м², Площадь кухни — 12 м²",раздельный,,,3,69 900 000〒
Есильский,монолитный,Отандастар,2011,13,93 м²,,,"не новый, но аккуратный ремонт",2,43 000 000〒
Сарайшык,монолитный,Namys,2026,,41.83 м²,совмещенный,,,1,
Алматы,монолитный,Биик Шанырак,2019,5,40 м²,совмещенный,,,2,28 000 000〒
Есильский,монолитный,Jetisu Kerbez Comfort,2026,,72.06 м²,2 с/у и более,,,3,
Есильский,кирпичный,Family Town,2015,5,62 м²,,,свежий ремонт,2,35 000 000〒
Нура,,Gamma,2023,9,87 м²,раздельный,,свежий ремонт,3,66 000 000〒
Есильский,монолитный,GreenLine. Garden,2026,7,"132 м², Площадь кухни — 15 м²",,,черновая отделка,4,95 000 000〒
Есильский,кирпичный,Safuan,2025,4,"39 м², Площадь кухни — 12 м²",,,свежий ремонт,1,22 500 000〒
Есильский,кирпичный,Safuan,2025,2,"39 м², Площадь кухни — 12 м²",,,черновая отделка,1,19 000 000〒
Алматы,монолитный,Отау,2021,10,58 м²,,,,2,26 000 000〒
Нура,монолитный,New City Life,2025,9,"71.5 м², Площадь кухни — 12.8 м²",раздельный,,,2,39 000 000〒
Есильский,монолитный,Jetisu.Aspan,2026,4,41.8 м²,совмещенный,,,1,28 000 000〒
Алматы,монолитный,Хайвил Астана,2007,7,"98 м², Площадь кухни — 12 м²",,,,2,85 000 000〒
Есильский,монолитный,GreenLine.Terra,2022,3,"42 м², Площадь кухни — 12 м²",,,,1,34 900 000〒
Есильский,монолитный,Salt,2025,,87.9 м²,2 с/у и более,,,3,
Байконур,кирпичный,,1969,5,"41 м², Площадь кухни — 6 м²",совмещенный,,,2,18 000 000〒
,монолитный,Hayat,2024,7,"118 м², Площадь кухни — 13 м²",2 с/у и более,,,3,90 000 000〒
Сарыарка,монолитный,Озен,2022,10,"90 м², Площадь кухни — 20 м²",2 с/у и более,,,3,56 500 000〒
Есильский,монолитный,GreenLine.Aqua Business,2025,2,"109 м², Площадь кухни — 19 м²",,,свежий ремонт,3,125 000 000〒
Нура,монолитный,GreenLine.Vita,2023,9,"46 м², Площадь кухни — 8 м²",совмещенный,,,2,38 000 000〒
Алматы,кирпичный,,2008,1,"57 м², Площадь кухни — 10.7 м²",раздельный,,,2,28 900 000〒
Байконур,кирпичный,,2002,2,220 м²,,,,5,120 000 000〒
Сарыарка,кирпичный,Замечательный,2009,1,18 м²,,паркинг,,1,14 000 000〒
Сарыарка,кирпичный,Rio de Janeiro,2023,1,34 м²,,,,1,22 000 000〒
Нура,монолитный,Delta,2025,7,40 м²,,паркинг,,2,29 000 000〒
Нура,монолитный,GreenLine. 4YOU,2026,,187.23 м²,,,,5,
Алматы,монолитный,Nova City на Рыскулбекова,2021,4,"42 м², Площадь кухни — 9.4 м²",,,свежий ремонт,1,23 900 000〒
Алматы,монолитный,,2014,12,"78 м², Площадь кухни — 20 м²",2 с/у и более,,,3,39 500 000〒
Нура,монолитный,UIA.DARYN,2026,5,41.14 м²,,паркинг,,1,26 000 000〒
Есильский,монолитный,Beles City. Baq Sarai,2026,,"79.57 м², жилая — 38.64 м²",совмещенный,,,3,
Есильский,панельный,Nova City,2018,8,37 м²,,,"не новый, но аккуратный ремонт",1,27 500 000〒
Алматы,кирпичный,Ясин,2025,8,"39.9 м², Площадь кухни — 12 м²",совмещенный,,,1,18 800 000〒
Есильский,кирпичный,Orman Park,2024,2,"80.4 м², Площадь кухни — 10.1 м²",раздельный,,,3,33 490 000〒
Есильский,кирпичный,Assyl Tau,2020,9,40 м²,,,свежий ремонт,2,31 999 999〒
Есильский,монолитный,Jetisu.Aspan,2026,,68.51 м²,раздельный,,,3,
Нура,монолитный,Arena Towers,2025,15,37 м²,,,свежий ремонт,2,35 400 000〒
Нура,монолитный,Delta,2025,,43.1 м²,совмещенный,,,1,
Сарайшык,кирпичный,,2020,3,37 м²,совмещенный,,свежий ремонт,2,23 500 000〒
Алматы,кирпичный,Керей,2023,9,38 м²,,,"не новый, но аккуратный ремонт",2,21 300 000〒
Нура,монолитный,Abai Joly,2025,3,"90 м², Площадь кухни — 14 м²",,,свободная планировка,3,47 900 000〒
Есильский,монолитный,MOD Ultra,2026,,70.38 м²,2 с/у и более,,,2,
Сарайшык,монолитный,Bestogai,2026,,122.5 м²,2 с/у и более,,,4,
Алматы,монолитный,Bai-Tursyn,2022,11,"93 м², Площадь кухни — 11 м²",,,свежий ремонт,3,57 000 000〒
Сарыарка,кирпичный,Koktal park,2022,3,"38.4 м², Площадь кухни — 17 м²",совмещенный,,,2,19 000 000〒
Сарыарка,монолитный,,2018,3,"54.5 м², Площадь кухни — 9.9 м²",совмещенный,,"не новый, но аккуратный ремонт",2,32 000 000〒
,монолитный,Sandi Qala,2026,7,"91 м², Площадь кухни — 14.1 м²",,паркинг,,3,63 000 000〒
Нура,монолитный,Turan Palace,2024,5,"53 м², Площадь кухни — 14 м²",,,черновая отделка,2,29 600 000〒
Нура,монолитный,Delta,2024,11,63.3 м²,,паркинг,,2,35 500 000〒
Сарайшык,,Muz Tau,2025,14,47 м²,,,свежий ремонт,2,26 999 000〒
Алматы,монолитный,HOLLAND,2020,1,130 м²,,,свежий ремонт,4,135 000 000〒
Сарайшык,иной,,2017,6,"34 м², Площадь кухни — 9.5 м²",совмещенный,,,1,21 400 000〒
Алматы,кирпичный,Меррити,2006,2,"78 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",3,31 500 000〒
Нура,монолитный,Respublika,2023,18,60 м²,совмещенный,,,3,48 900 000〒
Есильский,монолитный,Nexpo Trend,2025,6,"64 м², Площадь кухни — 12 м²",раздельный,,,2,65 500 000〒
Есильский,монолитный,Arena city 2,2024,9,82 м²,,,,3,42 500 000〒
Нура,монолитный,Respublika,2026,,44.6 м²,совмещенный,,,1,
Есильский,кирпичный,Bucharest,2021,7,85 м²,,паркинг,,3,75 000 000〒
Есильский,монолитный,Градокомплекс,2010,8,"56 м², Площадь кухни — 9 м²",совмещенный,,,2,32 500 000〒
Алматы,кирпичный,Tasty,2025,12,"31 м², Площадь кухни — 10 м²",,,свежий ремонт,1,19 990 000〒
Сарыарка,монолитный,Мирный дом,2024,11,"46 м², Площадь кухни — 20 м²",,,,2,25 000 000〒
Есильский,монолитный,MOD Ultra,2026,,94.81 м²,2 с/у и более,,,3,
Нура,монолитный,Delta,2025,,64.3 м²,совмещенный,,,2,
Сарайшык,кирпичный,Geneva 3,2025,2,"50 м², Площадь кухни — 9 м²",,,свежий ремонт,2,31 900 000〒
Сарайшык,кирпичный,Geneva 3,2025,2,"50 м², Площадь кухни — 9 м²",,,свежий ремонт,2,31 900 000〒
Нура,,,2026,3,"74 м², Площадь кухни — 12 м²",2 с/у и более,,,3,45 500 000〒
Есильский,кирпичный,Samal Park,2025,12,41.1 м²,,,свежий ремонт,2,39 900 000〒
Нура,кирпичный,Madrid 3,2025,12,"53.72 м², Площадь кухни — 9.85 м²",,,черновая отделка,2,23 636 800〒
Нура,кирпичный,Canada,2021,6,71.9 м²,,паркинг,,2,48 000 000〒
Алматы,кирпичный,Viva Grand,2020,8,"60 м², Площадь кухни — 13 м²",совмещенный,,,2,29 990 000〒
Есильский,монолитный,MOD Ultra,2026,,177.8 м²,2 с/у и более,,,4,
Сарайшык,монолитный,Bestogai,2026,,87.16 м²,совмещенный,,,3,
Алматы,монолитный,Austria,2024,10,95 м²,,,свежий ремонт,3,87 500 000〒
Сарайшык,кирпичный,Future Home Astana,2024,8,"45 м², Площадь кухни — 9.8 м²",,,черновая отделка,1,19 500 000〒
Нура,кирпичный,,2026,6,67.8 м²,совмещенный,,,2,45 000 000〒
Нура,кирпичный,UMIT,2026,2,44 м²,,паркинг,,1,25 000 000〒
Нура,монолитный,Park City Forum,2025,3,"63 м², Площадь кухни — 11 м²",,,черновая отделка,3,36 500 000〒
Нура,,Sani Towers,2021,14,"80 м², Площадь кухни — 13 м²",,,,3,55 000 000〒
Есильский,монолитный,Сердце Столицы,2021,2,"94 м², Площадь кухни — 14 м²",,паркинг,,3,75 000 000〒
Алматы,кирпичный,Zurich,2024,7,42 м²,,,,1,21 000 000〒
Алматы,монолитный,Бахус-2,2014,14,"64 м², Площадь кухни — 8 м²",совмещенный,,,2,35 000 000〒
Есильский,кирпичный,Арай-1,2014,6,"420 м², Площадь кухни — 50 м²",2 с/у и более,,,6,320 000 000〒
Есильский,монолитный,Landmark,2021,12,47.5 м²,совмещенный,,,2,48 900 000〒
Нура,монолитный,Памир,2019,15,"129.7 м², Площадь кухни — 17.3 м²",,,свежий ремонт,4,54 500 000〒
Алматы,монолитный,,2014,1,"33 м², Площадь кухни — 9 м²",совмещенный,,"не новый, но аккуратный ремонт",1,18 000 000〒
Нура,кирпичный,Mechta,2022,4,"68 м², Площадь кухни — 10.5 м²",,,свежий ремонт,2,42 900 000〒
Алматы,кирпичный,Степной-1,2008,8,"70 м², Площадь кухни — 19.5 м²",,,свежий ремонт,3,35 000 000〒
Алматы,кирпичный,,2018,8,55 м²,раздельный,,,3,28 500 000〒
Нура,кирпичный,Шыгыс,2017,6,"70 м², Площадь кухни — 20 м²",,,требует ремонта,2,25 990 000〒
Сарайшык,монолитный,Bestogai,2026,,127.53 м²,2 с/у и более,,,4,
Сарайшык,монолитный,Auez,2026,,61.2 м²,совмещенный,,,2,
Нура,монолитный,GreenLine. Garden,2026,,65.97 м²,совмещенный,,,2,
Сарайшык,монолитный,Auez,2026,,117.29 м²,совмещенный,,,4,
Алматы,монолитный,Дуэт,2005,7,"105 м², Площадь кухни — 12 м²",2 с/у и более,,,3,55 900 000〒
Сарайшык,кирпичный,Geneva 4,2026,8,"43 м², Площадь кухни — 13 м²",,,черновая отделка,1,18 500 000〒
Сарайшык,монолитный,Sardar Family,2025,7,60 м²,,,свежий ремонт,3,41 500 000〒
Алматы,монолитный,Шеркала,2020,3,56 м²,,,свежий ремонт,2,35 000 000〒
Нура,монолитный,ONER,2022,8,"57.6 м², Площадь кухни — 10.9 м²",совмещенный,,,2,39 900 000〒
Алматы,кирпичный,,2004,4,59 м²,совмещенный,,,2,29 500 000〒
Есильский,монолитный,Nexpo Aura,2026,,114.66 м²,2 с/у и более,,,3,
Нура,монолитный,Алтын Саулет,2025,,63.67 м²,совмещенный,,,2,
Байконур,кирпичный,,2002,4,"112 м², Площадь кухни — 25 м²",раздельный,,свежий ремонт,3,55 000 000〒
Нура,монолитный,Homeland,2022,7,"140 м², Площадь кухни — 12 м²",,,свежий ремонт,4,105 000 000〒
Сарыарка,кирпичный,,1995,2,"73 м², Площадь кухни — 7.5 м²",раздельный,,,3,27 000 000〒
Нура,монолитный,Homeland,2022,7,"140 м², Площадь кухни — 12 м²",,,свежий ремонт,4,105 000 000〒
Сарыарка,кирпичный,,1995,2,"73 м², Площадь кухни — 7.5 м²",раздельный,,,3,27 000 000〒
Байконур,монолитный,Москва,2008,4,"123 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",4,58 000 000〒
Сарыарка,монолитный,Жеруйык,2021,2,36 м²,совмещенный,,,1,27 500 000〒
Нура,кирпичный,Mechta,2020,8,"92 м², Площадь кухни — 11 м²",,,,3,70 000 000〒
Алматы,монолитный,Виктория,2017,22,107 м²,2 с/у и более,,,3,55 000 000〒
Есильский,монолитный,MOD Ultra,2026,,96.88 м²,2 с/у и более,,,3,
Алматы,иной,,1986,4,60 м²,раздельный,,,3,23 490 000〒
Нура,кирпичный,,2021,3,28.3 м²,,,,1,18 000 000〒
Нура,монолитный,Baizaman,2026,,35.83 м²,совмещенный,,,1,
Нура,монолитный,Алтын Саулет,2025,,96.21 м²,2 с/у и более,,,3,
Алматы,монолитный,ХАБАР,2021,5,"45.2 м², Площадь кухни — 15 м²",,,свежий ремонт,1,25 900 000〒
Сарыарка,кирпичный,Даулеткерей,2024,3,"73 м², Площадь кухни — 15.9 м²",,,черновая отделка,2,19 600 000〒
Есильский,монолитный,Sezim Qala.Baqyt,2020,7,"91.2 м², Площадь кухни — 11.2 м²",,,свежий ремонт,3,57 000 000〒
Нура,кирпичный,,2025,12,46.51 м²,,,,2,20 464 400〒
Байконур,,,2012,25,"105 м², Площадь кухни — 19 м²",2 с/у и более,,"не новый, но аккуратный ремонт",4,50 000 000〒
Нура,кирпичный,GreenLine. Verda,2026,,86.22 м²,2 с/у и более,,,3,
Нура,кирпичный,Mechta,2022,9,"95.4 м², Площадь кухни — 13.4 м²",,,свежий ремонт,3,69 999 999〒
Сарайшык,кирпичный,Geneva 2,2024,9,"77 м², Площадь кухни — 12 м²",2 с/у и более,,,3,42 460 000〒
Есильский,кирпичный,OLEN,2024,10,36 м²,,,,2,34 500 000〒
Сарайшык,кирпичный,Geneva 2,2024,9,"77 м², Площадь кухни — 12 м²",2 с/у и более,,,3,42 460 000〒
Есильский,кирпичный,OLEN,2024,10,36 м²,,,,2,34 500 000〒
Есильский,монолитный,Лазурный квартал,2018,24,80 м²,,паркинг,,3,52 000 000〒
,монолитный,Arena. Lite,2025,8,84 м²,,паркинг,,3,54 900 000〒
Есильский,монолитный,Jetisu Bereke,2026,2,"59.89 м², Площадь кухни — 9.51 м²",,,,2,35 200 000〒
Нура,монолитный,Park City Forum,2025,6,"40.2 м², Площадь кухни — 9.81 м²",,,черновая отделка,1,24 500 000〒
Алматы,монолитный,HOLLAND,2022,8,66 м²,,,свежий ремонт,2,61 000 000〒
Нура,монолитный,UIA.DARYN,2026,,51.51 м²,совмещенный,,,2,
Сарайшык,монолитный,Highvill Gold Ishim,2022,,214.5 м²,2 с/у и более,,,4,
Есильский,монолитный,Promenade Expo,2015,6,67 м²,совмещенный,,,2,44 990 000〒
Есильский,монолитный,Garden View,2025,12,191.8 м²,,паркинг,,5,262 000 000〒
Нура,монолитный,Sat City,2022,5,"87 м², Площадь кухни — 12.1 м²",,,свежий ремонт,3,68 000 000〒
Нура,монолитный,Citylake,2017,9,"39.5 м², Площадь кухни — 9.2 м²",совмещенный,,,1,24 500 000〒
Алматы,кирпичный,TAMASHA,2025,8,"38.5 м², Площадь кухни — 6 м²",,паркинг,,2,35 500 000〒
Сарайшык,монолитный,A-City,2025,3,"43 м², Площадь кухни — 13 м²",,,свежий ремонт,1,22 900 000〒
Есильский,кирпичный,Jetisu Satti,2026,7,70.36 м²,,,черновая отделка,3,42 500 000〒
Есильский,монолитный,Лазурный квартал,2014,7,"121 м², Площадь кухни — 13 м²",2 с/у и более,,,3,79 500 000〒
Есильский,монолитный,Nexpo Aura,2026,,111.87 м²,2 с/у и более,,,3,
Байконур,монолитный,,2001,5,62.5 м²,совмещенный,,,3,28 000 000〒
,монолитный,,2018,4,35.2 м²,,,,1,23 000 000〒
Алматы,кирпичный,,2013,4,"87.5 м², Площадь кухни — 15 м²",раздельный,,требует ремонта,3,31 000 000〒
Нура,монолитный,Onyx Comfort,2024,9,"35 м², Площадь кухни — 11 м²",,,черновая отделка,1,13 400 000〒
Есильский,монолитный,Capital Park. Art,2026,,81.5 м²,2 с/у и более,,,3,
Есильский,монолитный,Family Gardens,2026,,88.07 м²,2 с/у и более,,,2,
Сарыарка,монолитный,Turan Plaza,2027,,68.21 м²,совмещенный,,,2,
Алматы,монолитный,Жулдыз,2022,5,"118 м², Площадь кухни — 13 м²",2 с/у и более,,,4,55 800 000〒
Есильский,монолитный,Tumar Residence,2025,3,108 м²,,паркинг,,3,74 800 000〒
Нура,монолитный,Delta,2024,6,38.2 м²,,паркинг,,1,25 500 000〒
,кирпичный,,2017,7,68.4 м²,,,,3,53 000 000〒
Нура,кирпичный,College,2021,6,"80.2 м², Площадь кухни — 10 м²",,,"не новый, но аккуратный ремонт",3,51 000 000〒
Алматы,монолитный,Итальянский квартал,2018,6,"110.6 м², Площадь кухни — 14.8 м²",2 с/у и более,,,3,105 000 000〒
Сарыарка,монолитный,Монблан де Люкс,2015,8,118 м²,,,"не новый, но аккуратный ремонт",3,48 000 000〒
Нура,монолитный,Park City Forum,2025,,110.9 м²,2 с/у и более,,,4,
Нура,кирпичный,TULGA,2026,,79.06 м²,2 с/у и более,,,3,
Есильский,монолитный,Family Gardens,2026,,98.82 м²,2 с/у и более,,,2,
Байконур,кирпичный,Алтай,2008,9,"190.63 м², Площадь кухни — 20.7 м²",,,свежий ремонт,5,59 000 000〒
Сарайшык,монолитный,Muz Tau,2025,4,"77 м², Площадь кухни — 15 м²",,,черновая отделка,3,37 500 000〒
Есильский,монолитный,AMAN,2022,7,35 м²,,,свежий ремонт,1,28 500 000〒
Есильский,монолитный,Arti7,2025,6,92.61 м²,,,,3,55 000 000〒
Нура,монолитный,Sat City,2020,2,"85.5 м², Площадь кухни — 11.5 м²",,,свежий ремонт,3,62 000 000〒
Есильский,монолитный,Arti7,2025,6,92.61 м²,,,,3,55 000 000〒
Нура,монолитный,Sat City,2020,2,"85.5 м², Площадь кухни — 11.5 м²",,,свежий ремонт,3,62 000 000〒
Есильский,монолитный,Salt,2026,,103.3 м²,2 с/у и более,,,4,
Нура,монолитный,Кристалл,2019,4,"143.8 м², Площадь кухни — 22 м²",2 с/у и более,,,4,113 000 000〒
Есильский,монолитный,Salt,2025,,93.7 м²,2 с/у и более,,,3,
Нура,монолитный,Respublika,2026,,82.7 м²,2 с/у и более,,,3,
Есильский,кирпичный,Safuan,2025,2,"40 м², Площадь кухни — 11.3 м²",,,свежий ремонт,1,23 500 000〒
Сарайшык,кирпичный,Dauletti Qalashyq,2026,3,91 м²,,,черновая отделка,3,55 000 000〒
Есильский,панельный,Алтын Шар 2,2020,15,"68 м², Площадь кухни — 20 м²",совмещенный,,,2,35 500 000〒
Байконур,монолитный,DARMEN,2026,7,"46 м², Площадь кухни — 7 м²",,паркинг,,2,31 000 000〒
Алматы,кирпичный,Salem,2021,8,39 м²,,,,2,28 000 000〒
Сарайшык,монолитный,Namys,2026,,43.55 м²,совмещенный,,,2,
Сарайшык,монолитный,Isma,2025,,118.07 м²,2 с/у и более,,,3,
Есильский,монолитный,Salt,2025,5,42.6 м²,,,черновая отделка,1,23 000 000〒
Сарыарка,кирпичный,,2015,5,"36 м², Площадь кухни — 11 м²",совмещенный,,"не новый, но аккуратный ремонт",1,18 600 000〒
Нура,монолитный,Sezim Qala.Baqyt,2021,12,"38.9 м², Площадь кухни — 10.53 м²",,,"не новый, но аккуратный ремонт",1,27 500 000〒
Нура,монолитный,Delta,2024,11,40 м²,совмещенный,,,2,32 000 000〒
Алматы,монолитный,Monaco Residence,2023,2,80 м²,,,черновая отделка,2,59 900 000〒
Сарыарка,кирпичный,Novopolis,2024,2,"67 м², Площадь кухни — 11.4 м²",совмещенный,,,3,37 500 000〒
Сарыарка,кирпичный,,2010,1,54 м²,,,"не новый, но аккуратный ремонт",2,12 000 000〒
Байконур,кирпичный,Бараева,2000,3,110 м²,,,требует ремонта,3,55 600 000〒
Нура,монолитный,Delta,2025,5,45 м²,совмещенный,,,2,33 000 000〒
Сарыарка,кирпичный,Sharyn,2023,3,"41.7 м², Площадь кухни — 17 м²",совмещенный,,,1,25 500 000〒
Есильский,иной,,2015,8,"120 м², Площадь кухни — 18.8 м²",2 с/у и более,,,3,59 000 000〒
Сарыарка,кирпичный,,2011,12,"50 м², Площадь кухни — 10 м²",,,,2,29 900 000〒
Нура,монолитный,Delta,2025,,46.6 м²,совмещенный,,,1,
Алматы,монолитный,Жайна,2016,14,48 м²,,паркинг,,2,22 700 000〒
Байконур,монолитный,Хан Тенгри,2008,9,"130 м², Площадь кухни — 18 м²",,,свежий ремонт,4,47 500 000〒
Сарайшык,монолитный,Jetisu.Lepsi,2022,14,"61.1 м², Площадь кухни — 10 м²",,паркинг,,2,39 900 000〒
Есильский,монолитный,Expo Boulevard,2016,3,"41 м², Площадь кухни — 13 м²",совмещенный,,,1,32 900 000〒
Есильский,панельный,Багыстан,2022,4,"58.5 м², Площадь кухни — 19 м²",раздельный,,,2,32 000 000〒
Сарыарка,монолитный,,2022,9,"40 м², Площадь кухни — 11.2 м²",совмещенный,,черновая отделка,1,16 900 000〒
